latitude,longitude,brightness,acq_date,confidence
23.34643,77.79221,330.16,11/20/2025,l
23.54918,79.90296,340.06,11/20/2025,n
23.33258,77.91229,331.49,11/20/2025,n
23.55702,80.15053,344.26,11/20/2025,n
23.53131,80.04115,332.57,11/20/2025,n
23.52868,80.04311,336.25,11/20/2025,n
23.50666,79.97711,330.61,11/20/2025,n
23.52487,80.2697,331.96,11/20/2025,n
23.557,80.60637,337.2,11/20/2025,n
23.55037,80.59282,341.2,11/20/2025,n
23.49226,80.04052,341.99,11/20/2025,n
23.47549,79.97411,344.29,11/20/2025,n
23.47973,80.07142,335.06,11/20/2025,n
23.44639,79.93858,343.61,11/20/2025,n
23.48131,80.3083,347.16,11/20/2025,n
23.44162,79.94237,330.4,11/20/2025,n
23.44831,80.01277,336.95,11/20/2025,n
23.46182,80.15591,367,11/20/2025,h
23.43775,79.95569,332.51,11/20/2025,n
23.44078,79.98763,347.91,11/20/2025,n
23.45605,80.14989,344.83,11/20/2025,n
23.43448,79.97541,341.46,11/20/2025,n
23.43543,80.04026,329.99,11/20/2025,n
23.4525,80.22366,335.75,11/20/2025,n
23.45434,80.24361,335.37,11/20/2025,n
23.45219,80.22034,367,11/20/2025,h
23.42942,80.03114,342.17,11/20/2025,n
23.40405,80.2206,337.75,11/20/2025,n
23.37495,79.97435,331.05,11/20/2025,n
23.37558,79.98077,330.96,11/20/2025,n
23.37589,79.98396,345.93,11/20/2025,n
23.38142,80.09389,339.47,11/20/2025,n
23.37504,80.08144,341.17,11/20/2025,n
23.35816,79.96014,331.26,11/20/2025,n
23.35278,79.95752,367,11/20/2025,h
23.34985,79.98039,342.01,11/20/2025,n
23.36185,80.10577,334.35,11/20/2025,n
23.34049,79.93639,343.13,11/20/2025,n
23.34171,79.94909,338.95,11/20/2025,n
23.33013,79.88174,339.64,11/20/2025,n
23.34493,80.09113,333.99,11/20/2025,n
23.32243,79.90804,333.5,11/20/2025,n
23.33012,79.98901,367,11/20/2025,h
23.30367,79.76499,343.22,11/20/2025,n
23.32052,79.94182,337.94,11/20/2025,n
23.34789,80.29044,331.78,11/20/2025,n
23.35128,80.32729,329.75,11/20/2025,l
23.0652,77.57809,333.12,11/20/2025,n
23.06569,77.58254,341.15,11/20/2025,n
23.29628,79.84747,331.83,11/20/2025,n
23.27607,79.68746,332.6,11/20/2025,n
23.32373,79.90968,342.11,11/20/2025,n
23.06412,77.58173,345.52,11/20/2025,n
23.30396,79.76686,342.42,11/20/2025,n
23.32691,79.99104,367,11/20/2025,h
23.35038,80.32873,341.11,11/20/2025,n
23.06141,77.67265,333.26,11/20/2025,l
23.29714,79.84917,334.07,11/20/2025,n
23.09009,77.96347,334.51,11/20/2025,n
23.2758,79.68945,333.72,11/20/2025,n
23.33807,80.36393,332.04,11/20/2025,n
23.2858,79.88837,337.18,11/20/2025,n
23.0343,77.59006,333.27,11/20/2025,n
23.04449,77.67937,339.97,11/20/2025,n
23.045,77.68387,341.7,11/20/2025,n
23.04602,77.69287,341.7,11/20/2025,n
23.04166,77.69339,342.17,11/20/2025,n
23.02888,77.6586,332.64,11/20/2025,n
23.17436,78.99464,341.99,11/20/2025,n
23.25623,79.84737,341.6,11/20/2025,n
23.22793,79.66409,340.83,11/20/2025,n
23.25417,79.98277,332.57,11/20/2025,n
22.98849,77.57345,332.5,11/20/2025,n
23.22617,80.06653,331.01,11/20/2025,n
22.97521,77.69262,346.93,11/20/2025,n
23.17789,79.71891,355.34,11/20/2025,n
23.17964,79.73724,341.08,11/20/2025,n
23.18022,79.74335,336.16,11/20/2025,n
22.95531,77.59113,335.35,11/20/2025,n
22.97461,77.69098,342,11/20/2025,n
23.21398,79.87193,330.44,11/20/2025,n
22.95885,77.59354,337.63,11/20/2025,n
23.20318,79.81657,331.17,11/20/2025,n
23.17806,79.71999,347.11,11/20/2025,n
23.17994,79.73829,340.36,11/20/2025,n
23.16436,79.68464,331.9,11/20/2025,n
23.14499,79.7422,331.68,11/20/2025,n
22.92887,78.03912,339.14,11/20/2025,n
22.89101,77.89728,330.1,11/20/2025,n
22.89802,77.96225,335.94,11/20/2025,n
22.91472,78.11796,333.88,11/20/2025,n
22.88803,77.90542,330.09,11/20/2025,l
22.91218,78.11642,330.51,11/20/2025,l
23.10888,80.03296,342.09,11/20/2025,n
22.88007,77.9534,333.98,11/20/2025,n
22.89445,78.08007,346.33,11/20/2025,n
22.01538,71.48315,333.06,11/20/2025,n
22.87564,77.95396,335.03,11/20/2025,n
22.88999,78.08064,341.59,11/20/2025,n
22.8728,77.96848,330.93,11/20/2025,n
22.88606,78.08593,355.32,11/20/2025,n
22.88659,78.09068,342.12,11/20/2025,n
23.08948,79.99345,347.93,11/20/2025,n
23.09362,80.0346,330.18,11/20/2025,l
23.16398,80.75085,336.89,11/20/2025,n
22.90104,78.34373,330.1,11/20/2025,n
22.85716,77.9894,336.95,11/20/2025,n
23.00816,79.3931,341.78,11/20/2025,n
22.88849,78.35526,339.22,11/20/2025,n
22.8958,78.46516,352.79,11/20/2025,n
22.90559,78.556,332.67,11/20/2025,n
22.83994,77.99632,333.23,11/20/2025,n
22.90098,78.55656,340.81,11/20/2025,n
22.90372,78.58208,343.5,11/20/2025,n
22.89856,78.57753,336.98,11/20/2025,n
22.90948,78.6802,336.39,11/20/2025,n
22.89338,78.66125,333.18,11/20/2025,n
22.85107,78.34992,337.28,11/20/2025,n
22.78583,77.83004,331.92,11/20/2025,n
22.80292,77.98685,341.65,11/20/2025,n
22.86093,78.53059,331.64,11/20/2025,n
22.77995,77.81701,338.85,11/20/2025,n
22.77557,77.81756,356.24,11/20/2025,n
22.84963,78.51154,331.36,11/20/2025,n
22.86768,78.68522,340.84,11/20/2025,n
22.85097,78.61428,331.36,11/20/2025,l
22.78018,77.81593,335.78,11/20/2025,n
22.7758,77.81648,344.02,11/20/2025,n
22.86546,78.68849,341.49,11/20/2025,n
22.80566,78.23521,347.36,11/20/2025,n
22.84826,78.61764,339.34,11/20/2025,n
22.7747,78.04124,332.33,11/20/2025,n
22.77523,78.04593,341.97,11/20/2025,n
22.77078,78.04648,341.93,11/20/2025,n
22.82587,78.58414,336.69,11/20/2025,n
22.83984,78.71252,341.77,11/20/2025,n
23.16851,82.34165,326.21,11/20/2025,l
22.78058,78.38162,344.13,11/20/2025,n
22.81492,78.69975,335.82,11/20/2025,n
23.16227,82.33794,330.75,11/20/2025,n
22.73705,78.02697,339.5,11/20/2025,n
22.80783,78.72159,332.97,11/20/2025,n
22.74657,78.23763,331.26,11/20/2025,n
21.83611,71.3054,332.96,11/20/2025,n
22.77993,78.72494,334.75,11/20/2025,n
22.78101,78.73532,332.62,11/20/2025,n
22.67003,77.78397,335.47,11/20/2025,n
22.68649,77.9345,330.95,11/20/2025,n
22.69071,78.05646,341.27,11/20/2025,n
22.66983,77.78738,337.46,11/20/2025,n
22.68734,77.93771,332.29,11/20/2025,n
22.77724,78.72799,333.58,11/20/2025,n
22.68811,78.02202,330.78,11/20/2025,n
22.69187,78.05476,338.46,11/20/2025,n
22.66858,78.04814,330.5,11/20/2025,l
22.66413,78.04868,330.94,11/20/2025,l
22.61259,77.71294,331.98,11/20/2025,n
22.68324,78.34175,338.69,11/20/2025,n
23.43573,80.0435,367,11/20/2025,h
28.64013,77.57745,333.45,11/20/2025,n
28.63243,79.28956,333.78,11/20/2025,n
28.57149,79.24692,330.12,11/20/2025,n
28.6053,80.01192,337.32,11/20/2025,n
28.6087,80.01194,343.79,11/20/2025,n
28.2799,77.48577,333.8,11/20/2025,n
28.28085,77.48318,336.31,11/20/2025,n
28.13205,77.62274,341.8,11/20/2025,n
28.04292,77.65148,330.71,11/20/2025,n
28.10158,79.08974,340.94,11/20/2025,n
28.1949,80.58894,338.02,11/20/2025,n
28.19523,80.59309,331.29,11/20/2025,n
27.90411,77.41913,331.11,11/20/2025,n
28.08284,80.06727,330.73,11/20/2025,n
28.0442,80.14938,337.94,11/20/2025,n
26.88701,71.98637,344.1,11/20/2025,n
27.74004,80.65416,332.37,11/20/2025,n
27.71594,80.86217,331.1,11/20/2025,n
27.71625,80.8664,330.03,11/20/2025,n
27.71938,80.86663,331.15,11/20/2025,n
27.63728,80.19343,331.48,11/20/2025,n
27.59103,81.01083,337.76,11/20/2025,n
27.49345,81.25973,328.07,11/20/2025,n
27.40337,80.81723,340.6,11/20/2025,n
27.39963,80.81734,338.33,11/20/2025,n
27.03066,80.17931,335.5,11/20/2025,n
27.23705,83.69047,344.15,11/20/2025,n
26.87721,79.14996,332.16,11/20/2025,n
27.18374,83.56945,327.47,11/20/2025,n
27.17649,83.67572,367,11/20/2025,h
26.86038,79.3433,331.68,11/20/2025,n
27.17868,83.68048,336.1,11/20/2025,n
26.82471,79.46098,344.69,11/20/2025,n
27.09026,83.7148,337.64,11/20/2025,n
26.75046,79.99986,341.08,11/20/2025,n
26.74516,80.0004,336.57,11/20/2025,n
26.66519,79.25942,336.18,11/20/2025,n
26.66014,79.25996,331.14,11/20/2025,n
26.51556,78.42067,332.19,11/20/2025,n
26.73591,81.12163,329.41,11/20/2025,n
26.49698,78.42857,332.64,11/20/2025,n
26.49862,78.44568,335.84,11/20/2025,n
26.73123,81.13494,337.98,11/20/2025,n
26.60548,79.66827,331.1,11/20/2025,n
26.45493,78.29102,331.14,11/20/2025,n
26.25661,79.79176,344.25,11/20/2025,n
25.94351,76.8004,342.37,11/20/2025,n
25.9088,76.60545,330.7,11/20/2025,n
25.90073,76.57166,338.65,11/20/2025,n
25.91713,76.71899,337.62,11/20/2025,n
25.92304,76.81182,341.62,11/20/2025,n
25.90283,76.66778,331,11/20/2025,n
26.1773,79.49132,330.03,11/20/2025,n
26.1776,79.49461,334.83,11/20/2025,n
26.16799,79.50227,367,11/20/2025,h
25.87969,76.65315,333.24,11/20/2025,n
25.8873,76.72281,331.99,11/20/2025,n
26.39796,82.48177,338.99,11/20/2025,n
26.46351,83.49192,337.94,11/20/2025,n
25.87877,76.68417,337.83,11/20/2025,n
25.87925,76.68853,340.72,11/20/2025,n
25.88021,76.73711,348.45,11/20/2025,n
25.88257,76.75896,335.97,11/20/2025,n
26.08475,78.81262,330.16,11/20/2025,n
25.85525,76.58648,336.97,11/20/2025,n
25.85712,76.60368,344.65,11/20/2025,n
26.07161,78.7247,330.16,11/20/2025,n
26.07546,78.76587,341.34,11/20/2025,n
25.85523,76.62579,345.64,11/20/2025,n
26.0706,78.76642,340.91,11/20/2025,n
25.85705,76.68252,331.87,11/20/2025,n
26.06301,78.73756,331.18,11/20/2025,n
25.84305,76.59245,331.35,11/20/2025,n
25.8528,76.68307,340.7,11/20/2025,n
25.8645,76.79253,340.74,11/20/2025,n
25.84669,76.66626,340.91,11/20/2025,n
25.86023,76.79309,339.41,11/20/2025,n
26.05438,78.75043,338.21,11/20/2025,n
25.83597,76.60637,344.22,11/20/2025,n
25.84477,76.68855,340.37,11/20/2025,n
25.84616,76.70163,330.44,11/20/2025,n
25.85735,76.80687,339.77,11/20/2025,n
25.8539,76.68243,344.63,11/20/2025,n
26.07383,78.72712,333.39,11/20/2025,n
26.07797,78.76821,335.05,11/20/2025,n
25.86207,76.79222,341.22,11/20/2025,n
25.86257,76.79662,332.75,11/20/2025,n
26.0731,78.76876,348.59,11/20/2025,n
26.07429,78.78055,333.22,11/20/2025,n
25.83655,76.60588,340.78,11/20/2025,n
25.84393,76.67054,333.89,11/20/2025,n
25.8459,76.68789,342.96,11/20/2025,n
25.84739,76.70095,338.57,11/20/2025,n
25.83281,76.61073,339.84,11/20/2025,n
25.83331,76.61504,337.84,11/20/2025,n
25.82713,76.59845,353.51,11/20/2025,n
26.06086,78.79399,331.49,11/20/2025,n
25.82826,76.64628,342.71,11/20/2025,n
25.82875,76.6506,353.51,11/20/2025,n
25.83463,76.70262,336.44,11/20/2025,n
26.05133,78.74743,348.58,11/20/2025,n
25.81446,76.60011,336.05,11/20/2025,n
25.81833,76.63448,349.22,11/20/2025,n
26.03874,78.71927,343.79,11/20/2025,n
26.03677,78.74909,341.55,11/20/2025,n
25.80553,76.59695,345.88,11/20/2025,n
25.80842,76.62268,342.43,11/20/2025,n
25.81132,76.64851,340.81,11/20/2025,n
25.96595,78.09051,337.44,11/20/2025,n
25.96649,78.09583,340.79,11/20/2025,n
26.00019,78.42889,342.39,11/20/2025,n
26.02619,78.69122,334.23,11/20/2025,n
25.80179,76.60178,332,11/20/2025,n
25.81871,76.75336,335.62,11/20/2025,n
25.98653,78.34045,331.88,11/20/2025,n
25.95179,78.04392,340.06,11/20/2025,n
25.97025,78.22588,330.02,11/20/2025,n
26.01538,78.6807,342.29,11/20/2025,n
26.01709,78.69815,335.86,11/20/2025,n
26.01765,78.70398,367,11/20/2025,h
25.79334,76.60291,337.74,11/20/2025,n
25.80246,76.68479,339.8,11/20/2025,n
25.80294,76.68913,341.17,11/20/2025,n
25.97929,78.36369,342.04,11/20/2025,n
26.00999,78.67545,337.33,11/20/2025,n
26.01282,78.70453,342.28,11/20/2025,n
25.79678,76.67235,340.79,11/20/2025,n
25.96906,78.30899,344.53,11/20/2025,n
25.97455,78.36422,340.94,11/20/2025,n
25.97621,78.38092,331.64,11/20/2025,n
26.00628,78.68762,341.26,11/20/2025,n
26.07282,79.39119,336.58,11/20/2025,n
25.78157,76.57413,340.66,11/20/2025,n
25.78871,76.63839,337.95,11/20/2025,n
25.784,76.63463,338.93,11/20/2025,n
25.78973,76.6865,337.99,11/20/2025,n
25.96181,78.33219,340.59,11/20/2025,n
25.9629,78.34322,335.06,11/20/2025,n
25.9955,78.67712,353.53,11/20/2025,n
26.00111,78.73539,341.35,11/20/2025,n
26.00167,78.74124,338.5,11/20/2025,n
25.93288,78.08917,335.94,11/20/2025,n
25.99067,78.67767,337.62,11/20/2025,n
25.99514,78.72426,340.3,11/20/2025,n
25.99738,78.74766,332.63,11/20/2025,n
25.98918,78.71313,355.12,11/20/2025,n
25.77131,76.63629,332.05,11/20/2025,n
25.77558,76.67519,340.1,11/20/2025,n
25.77748,76.69257,335.34,11/20/2025,n
25.78127,76.72729,337.54,11/20/2025,n
25.78175,76.73164,340.68,11/20/2025,n
25.92943,78.14903,352.27,11/20/2025,n
25.99214,78.79578,336.42,11/20/2025,n
25.99269,78.80167,330.97,11/20/2025,n
25.75675,76.54291,338.53,11/20/2025,n
25.7619,76.5897,353.93,11/20/2025,n
25.76708,76.63686,354.79,11/20/2025,n
25.77039,76.66711,344.18,11/20/2025,n
25.77133,76.67576,330.07,11/20/2025,l
25.77701,76.72783,340.7,11/20/2025,n
25.77749,76.73219,336.5,11/20/2025,n
25.91894,78.09087,343.05,11/20/2025,n
25.92,78.1015,338.67,11/20/2025,n
25.92636,78.16572,330.58,11/20/2025,n
25.98019,78.77333,336,11/20/2025,n
25.7372,76.44277,341.75,11/20/2025,n
25.76474,76.69424,340.85,11/20/2025,n
25.91175,78.1133,367,11/20/2025,h
25.74413,76.54458,331.76,11/20/2025,n
25.90867,78.12989,344.41,11/20/2025,n
25.91077,78.15131,341.24,11/20/2025,n
25.91972,78.24294,331.56,11/20/2025,n
25.97212,78.79209,339.8,11/20/2025,n
25.90088,78.09846,330.5,11/20/2025,n
25.91135,78.20562,330.15,11/20/2025,n
25.94008,78.5041,331.59,11/20/2025,n
25.9689,78.81036,342.04,11/20/2025,n
25.98941,79.03261,340.88,11/20/2025,n
25.74873,76.66562,330.03,11/20/2025,n
25.90614,78.20081,331.6,11/20/2025,n
25.94391,78.59567,345.4,11/20/2025,n
25.95966,78.76379,338.44,11/20/2025,n
25.96021,78.76967,334.35,11/20/2025,n
25.72049,76.44504,334.07,11/20/2025,n
25.74776,76.69649,355.09,11/20/2025,n
25.88743,78.05708,330.67,11/20/2025,n
25.90146,78.20139,334.16,11/20/2025,n
25.72777,76.55106,338.16,11/20/2025,n
25.73607,76.62788,335.44,11/20/2025,n
25.89107,78.14285,342.65,11/20/2025,n
25.94292,78.68905,339.91,11/20/2025,n
25.73654,76.6322,367,11/20/2025,h
25.72954,76.607,332.47,11/20/2025,n
25.73185,76.62845,338.79,11/20/2025,n
25.73231,76.63276,355.24,11/20/2025,n
25.73277,76.63708,350.1,11/20/2025,n
25.7337,76.6457,338.59,11/20/2025,n
25.87919,78.06883,342.46,11/20/2025,n
25.89004,78.181,334.51,11/20/2025,n
25.92631,78.5631,340.24,11/20/2025,n
25.73,76.61127,367,11/20/2025,h
25.74836,76.69553,354.96,11/20/2025,n
25.90448,78.11676,334.43,11/20/2025,n
25.9056,78.12741,332.16,11/20/2025,n
25.91009,78.17019,334.12,11/20/2025,n
25.97417,78.79388,331.56,11/20/2025,n
25.7133,76.42844,331.28,11/20/2025,l
25.7274,76.55039,330.32,11/20/2025,l
25.7367,76.63135,353.84,11/20/2025,n
25.7372,76.63564,342.79,11/20/2025,n
25.73967,76.6572,341.24,11/20/2025,n
25.94012,78.50635,334.91,11/20/2025,n
25.96931,78.79443,338.44,11/20/2025,n
25.97108,78.81211,346.99,11/20/2025,n
25.73002,76.61047,352.96,11/20/2025,n
25.73051,76.61472,338.66,11/20/2025,n
25.73297,76.63622,355.1,11/20/2025,n
25.90354,78.19812,340.38,11/20/2025,n
25.94459,78.59777,341.55,11/20/2025,n
25.98822,79.03455,330,11/20/2025,n
25.73248,76.6319,367,11/20/2025,h
25.71996,76.55999,335.35,11/20/2025,n
25.72532,76.60677,342.08,11/20/2025,n
25.7258,76.61103,342.04,11/20/2025,n
25.8933,78.14508,335.52,11/20/2025,n
25.95607,78.76031,340.87,11/20/2025,n
25.88864,78.14565,342.38,11/20/2025,n
25.89197,78.17779,332.96,11/20/2025,n
25.94423,78.69097,336.62,11/20/2025,n
25.7101,76.54838,338.92,11/20/2025,n
25.71833,76.62067,353.03,11/20/2025,n
25.92618,78.55956,344.2,11/20/2025,n
25.71314,76.61272,336.65,11/20/2025,n
25.71362,76.61697,340.56,11/20/2025,n
25.72387,76.7075,350.68,11/20/2025,n
25.72631,76.72915,331.09,11/20/2025,n
25.87656,78.12009,331,11/20/2025,n
25.87711,78.12542,336.86,11/20/2025,n
25.88208,78.17354,341.41,11/20/2025,n
25.90158,78.36405,340.69,11/20/2025,n
25.7012,76.54524,349.6,11/20/2025,n
25.70747,76.60046,332.07,11/20/2025,n
25.70795,76.60472,341.63,11/20/2025,n
25.70988,76.62179,341.87,11/20/2025,n
25.71962,76.70805,331.85,11/20/2025,n
25.88182,78.21711,341.52,11/20/2025,n
25.9647,79.04947,337.85,11/20/2025,n
25.55927,76.68795,347.2,11/20/2025,n
25.74423,78.47364,340.75,11/20/2025,n
25.79864,79.04414,339.22,11/20/2025,n
25.54286,76.57777,336.58,11/20/2025,n
25.54332,76.58199,341.34,11/20/2025,n
25.54379,76.58621,355.07,11/20/2025,n
25.54425,76.59044,338.1,11/20/2025,n
25.54472,76.59466,341.81,11/20/2025,n
25.53865,76.57832,336.88,11/20/2025,n
25.72934,78.41916,333.23,11/20/2025,n
25.53167,76.55358,339.57,11/20/2025,n
25.53306,76.56625,342,11/20/2025,n
25.52886,76.5668,345.46,11/20/2025,n
25.54375,76.70315,341.39,11/20/2025,n
25.4631,76.01437,340.05,11/20/2025,n
25.52697,76.58846,344.27,11/20/2025,n
26.01486,82.09362,337.1,11/20/2025,n
25.53017,76.65714,367,11/20/2025,h
25.5052,76.50592,340.43,11/20/2025,n
25.51344,76.58172,348.06,11/20/2025,n
25.5139,76.58595,334.88,11/20/2025,n
25.51804,76.62415,333.77,11/20/2025,n
25.5185,76.6284,346.4,11/20/2025,n
25.67122,78.11418,338.11,11/20/2025,n
25.53018,76.6563,349.76,11/20/2025,n
25.50838,76.50483,330.03,11/20/2025,l
25.51569,76.56781,330.63,11/20/2025,n
25.52596,76.65687,331.49,11/20/2025,n
25.51344,76.58525,343.76,11/20/2025,n
25.51832,76.62761,367,11/20/2025,h
25.4446,76.03269,341.45,11/20/2025,n
25.44506,76.03661,340.43,11/20/2025,n
25.44599,76.04444,333.6,11/20/2025,n
25.51313,76.61971,338.5,11/20/2025,n
25.51703,76.65374,354.04,11/20/2025,n
25.50212,76.56104,333.87,11/20/2025,n
25.5172,76.69273,330.65,11/20/2025,l
25.67293,78.11646,336.59,11/20/2025,n
25.50228,76.59962,338.49,11/20/2025,n
25.512,76.68472,338.21,11/20/2025,n
25.6716,78.14876,332.54,11/20/2025,n
25.6827,78.25569,340.38,11/20/2025,n
25.4315,76.02654,352.4,11/20/2025,n
25.49614,76.58326,345.9,11/20/2025,n
25.49662,76.58748,341,11/20/2025,n
25.50098,76.62562,356.39,11/20/2025,n
25.87069,80.25515,331.92,11/20/2025,n
25.49677,76.62617,341.15,11/20/2025,n
25.50888,76.73302,342.6,11/20/2025,n
25.50464,76.73357,349.31,11/20/2025,n
25.47541,76.51345,338.95,11/20/2025,n
25.50185,76.74704,331.34,11/20/2025,n
25.72436,78.86073,341.44,11/20/2025,n
25.47123,76.51402,333.64,11/20/2025,n
25.48269,76.6151,347.46,11/20/2025,n
25.47848,76.61567,347.4,11/20/2025,n
25.46098,76.49842,332.59,11/20/2025,n
25.46287,76.51513,330.07,11/20/2025,n
25.46571,76.54027,338.57,11/20/2025,n
25.46579,76.5787,345.76,11/20/2025,n
25.45592,76.52879,333.92,11/20/2025,n
25.46111,76.57505,330.73,11/20/2025,n
25.46159,76.57927,339.48,11/20/2025,n
25.46633,76.62158,349.28,11/20/2025,n
25.4668,76.62583,344.56,11/20/2025,n
25.93892,81.60677,333.43,11/20/2025,n
25.46212,76.62215,342.91,11/20/2025,n
25.64237,78.32598,341.04,11/20/2025,n
25.69684,78.88173,344.12,11/20/2025,n
25.46259,76.62639,367,11/20/2025,h
25.45366,76.5846,338.18,11/20/2025,n
25.45791,76.6227,351.42,11/20/2025,n
25.45838,76.62695,334.12,11/20/2025,n
25.62421,78.19207,338,11/20/2025,n
25.3604,75.80442,338.84,11/20/2025,n
25.36984,75.88548,335.66,11/20/2025,n
25.4537,76.62326,335.63,11/20/2025,n
25.69843,79.00213,332.39,11/20/2025,n
25.80928,80.22847,341.78,11/20/2025,n
25.35176,75.76527,335.56,11/20/2025,n
25.43731,76.5143,332.81,11/20/2025,n
25.44949,76.62383,340.58,11/20/2025,n
25.45326,76.65787,341.98,11/20/2025,n
25.35438,75.82265,332.52,11/20/2025,n
25.44763,76.64566,353.24,11/20/2025,n
25.67398,78.84856,331.13,11/20/2025,n
25.78116,80.02667,335.69,11/20/2025,n
25.43826,76.63826,355.95,11/20/2025,n
25.43873,76.64252,339.47,11/20/2025,n
25.44341,76.68513,336.32,11/20/2025,n
25.66647,78.87323,349.67,11/20/2025,n
25.43405,76.63882,340.3,11/20/2025,n
25.44106,76.70282,345.77,11/20/2025,n
25.42751,76.61815,341.4,11/20/2025,n
25.42798,76.62239,334.14,11/20/2025,n
25.66561,78.96945,339.49,11/20/2025,n
25.33305,75.81405,334.06,11/20/2025,l
25.42331,76.61871,349.28,11/20/2025,n
25.42424,76.62721,338.34,11/20/2025,n
25.62677,78.60872,333.11,11/20/2025,n
25.42744,76.69594,340.81,11/20/2025,n
25.59692,78.34769,346.51,11/20/2025,n
25.41023,76.61616,355.77,11/20/2025,n
25.41668,76.67571,332.72,11/20/2025,n
25.43892,76.88283,333.09,11/20/2025,n
25.42806,76.69546,341.67,11/20/2025,n
25.66434,78.8761,342.51,11/20/2025,n
25.66902,78.97163,340.16,11/20/2025,n
25.41031,76.61583,351.14,11/20/2025,n
25.41716,76.67526,336.94,11/20/2025,n
25.62763,78.61139,330.46,11/20/2025,n
25.39851,76.58741,340.6,11/20/2025,n
25.40823,76.67209,344.79,11/20/2025,n
25.38255,76.55965,337.27,11/20/2025,n
25.38303,76.56384,367,11/20/2025,h
25.40637,76.80721,339.18,11/20/2025,n
25.40707,76.89081,338.63,11/20/2025,n
25.4028,76.89137,336.92,11/20/2025,n
25.51785,78.00562,336.48,11/20/2025,n
25.57178,78.73349,335.81,11/20/2025,n
25.57908,78.80876,333.15,11/20/2025,n
25.31046,76.52259,338.73,11/20/2025,n
24.86917,72.97046,331.77,11/20/2025,n
25.60715,79.63323,334.06,11/20/2025,n
25.73435,81.60181,341.94,11/20/2025,n
25.16824,75.95682,343.54,11/20/2025,n
25.16466,75.96122,339.57,11/20/2025,n
25.18369,76.65247,337.5,11/20/2025,n
25.09343,75.95113,330.09,11/20/2025,l
25.76598,83.67516,335.06,11/20/2025,n
25.0572,76.06187,335.79,11/20/2025,n
24.6508,73.16938,334.02,11/20/2025,n
25.06778,76.65009,350.73,11/20/2025,n
24.90679,76.25399,330.76,11/20/2025,n
25.91287,78.17279,338.64,11/20/2025,n
26.81284,83.66343,339.19,11/20/2025,n
26.39025,78.36915,331.79,11/20/2025,n
26.46254,79.53476,340.28,11/20/2025,n
26.48101,79.81151,335.2,11/20/2025,n
26.46006,79.53461,330.73,11/20/2025,n
26.48038,79.81086,333.94,11/20/2025,n
26.44078,79.55009,335.46,11/20/2025,n
26.41634,79.62389,337.13,11/20/2025,n
26.70886,83.66945,327.8,11/20/2025,n
26.25229,78.34061,330.6,11/20/2025,n
26.22752,78.33219,333.71,11/20/2025,n
26.22459,78.59931,334.26,11/20/2025,n
26.04576,76.95628,332.52,11/20/2025,n
26.26134,79.41812,331.8,11/20/2025,n
26.39527,81.15923,335.33,11/20/2025,n
26.2575,79.7906,338.54,11/20/2025,n
26.22367,79.43678,335.37,11/20/2025,n
26.22397,79.44005,334.89,11/20/2025,n
23.54855,68.6808,338.79,11/20/2025,n
23.58925,69.18317,334.48,11/20/2025,n
24.73366,77.85371,338.73,11/20/2025,n
24.72967,77.85921,331.03,11/20/2025,n
24.73019,77.86415,331.7,11/20/2025,l
24.67314,77.85471,341.43,11/20/2025,n
24.60732,77.45788,333.36,11/20/2025,n
23.45524,69.19689,331.75,11/20/2025,l
24.59925,77.97926,333.49,11/20/2025,n
24.78585,80.8507,331.2,11/20/2025,n
23.26587,68.79848,338.15,11/20/2025,n
24.78543,80.85181,329.01,11/20/2025,n
24.72895,80.71246,339.49,11/20/2025,n
24.68878,80.69007,349.28,11/20/2025,n
24.6875,80.93142,338.28,11/20/2025,n
24.62879,80.59453,343.77,11/20/2025,n
24.64904,81.06698,339.62,11/20/2025,n
24.55792,80.28815,335.25,11/20/2025,n
24.62676,81.13257,342.74,11/20/2025,n
24.55322,80.47401,333,11/20/2025,n
24.34623,78.44807,336.86,11/20/2025,n
24.58009,81.04205,336.42,11/20/2025,n
24.57521,81.05036,332.87,11/20/2025,n
24.12243,76.48666,334.11,11/20/2025,n
24.58042,81.03895,331.46,11/20/2025,n
24.54077,80.72382,330.06,11/20/2025,n
24.46726,80.05106,338.83,11/20/2025,n
24.51318,80.54144,339.59,11/20/2025,n
24.51746,80.64725,337.59,11/20/2025,n
24.55903,81.11179,328.64,11/20/2025,n
24.48178,81.05611,333.99,11/20/2025,n
24.48186,81.05642,332.35,11/20/2025,n
23.0024,69.4688,333.96,11/20/2025,l
24.45745,81.22178,337.5,11/20/2025,n
24.33622,80.17537,335.16,11/20/2025,n
24.39895,80.871,367,11/20/2025,h
24.3935,80.87154,332.38,11/20/2025,n
24.46666,81.73578,330.82,11/20/2025,n
24.33101,80.17593,367,11/20/2025,h
23.99376,76.93856,330.63,11/20/2025,n
24.38509,80.83813,330.91,11/20/2025,n
24.32604,80.80349,338.04,11/20/2025,n
23.1033,70.94114,339.91,11/20/2025,n
23.09595,70.91553,334.25,11/20/2025,l
23.19589,72.05145,337.29,11/20/2025,n
23.89388,77.88403,330.69,11/20/2025,l
24.1647,81.0474,336.97,11/20/2025,n
23.08902,72.34037,339.99,11/20/2025,n
24.00922,80.29502,339.77,11/20/2025,n
23.05429,72.36199,332.2,11/20/2025,l
23.70473,77.77548,331.26,11/20/2025,n
